NamePublicationEnglish,WHOregionCode,ISO3countryCode,VaccineCode,Year,PerCentCoverage
Liberia,AFRO,LBR,DTP3,2017,99
Liberia,AFRO,LBR,DTP4,2017,
Liberia,AFRO,LBR,HepB_BD,2017,
Liberia,AFRO,LBR,HepB_BDall,2017,
Liberia,AFRO,LBR,HepB3,2017,99
Liberia,AFRO,LBR,Hib3,2017,99
Liberia,AFRO,LBR,IPV1,2017,29
Liberia,AFRO,LBR,JapEnc,2017,
Liberia,AFRO,LBR,MCV1,2017,87
Liberia,AFRO,LBR,MCV2,2017,
Liberia,AFRO,LBR,MenA,2017,
Liberia,AFRO,LBR,PAB_DTP1,2017,71
Liberia,AFRO,LBR,PCV1,2017,103
Liberia,AFRO,LBR,PCV2,2017,91
Liberia,AFRO,LBR,PCV3,2017,98
Liberia,AFRO,LBR,Pol3,2017,99
Liberia,AFRO,LBR,RCV1,2017,
Liberia,AFRO,LBR,Rota1,2017,100
Liberia,AFRO,LBR,RotaC,2017,87
Liberia,AFRO,LBR,TT2plus,2017,71
Liberia,AFRO,LBR,VAD1,2017,21
Liberia,AFRO,LBR,YFV,2017,84
Libya,EMRO,LBY,BCG,2017,100
Libya,EMRO,LBY,DTP1,2017,98.9
Libya,EMRO,LBY,DTP3,2017,96.5
Libya,EMRO,LBY,DTP4,2017,93.7
Libya,EMRO,LBY,HepB_BD,2017,
Libya,EMRO,LBY,HepB_BDall,2017,100
Libya,EMRO,LBY,HepB3,2017,96.5
Libya,EMRO,LBY,Hib3,2017,96.5
Libya,EMRO,LBY,IPV1,2017,98.9
Libya,EMRO,LBY,JapEnc,2017,
Libya,EMRO,LBY,MCV1,2017,94.5
Libya,EMRO,LBY,MCV2,2017,93.7
Libya,EMRO,LBY,MenA,2017,
Libya,EMRO,LBY,PAB_DTP1,2017,
Libya,EMRO,LBY,PCV1,2017,98.9
Libya,EMRO,LBY,PCV2,2017,97.9
Libya,EMRO,LBY,PCV3,2017,94.5
Libya,EMRO,LBY,Pol3,2017,96.5
Libya,EMRO,LBY,RCV1,2017,94.5
Libya,EMRO,LBY,Rota1,2017,98.9
Libya,EMRO,LBY,RotaC,2017,96.5
Libya,EMRO,LBY,TT2plus,2017,
Libya,EMRO,LBY,VAD1,2017,
Libya,EMRO,LBY,YFV,2017,
Lithuania,EURO,LTU,BCG,2017,97
Lithuania,EURO,LTU,DTP1,2017,97.1
Lithuania,EURO,LTU,DTP3,2017,93.7
Lithuania,EURO,LTU,DTP4,2017,90.4
Lithuania,EURO,LTU,HepB_BD,2017,
Lithuania,EURO,LTU,HepB_BDall,2017,
Lithuania,EURO,LTU,HepB3,2017,93.8
Lithuania,EURO,LTU,Hib3,2017,93.7
Lithuania,EURO,LTU,IPV1,2017,97.1
Lithuania,EURO,LTU,JapEnc,2017,
Lithuania,EURO,LTU,MCV1,2017,93.5
Lithuania,EURO,LTU,MCV2,2017,92.3
Lithuania,EURO,LTU,MenA,2017,
Lithuania,EURO,LTU,PAB_DTP1,2017,
Lithuania,EURO,LTU,PCV1,2017,83.4
Lithuania,EURO,LTU,PCV2,2017,68.8
Lithuania,EURO,LTU,PCV3,2017,82.5
Lithuania,EURO,LTU,Pol3,2017,93.7
Lithuania,EURO,LTU,RCV1,2017,93.5
Lithuania,EURO,LTU,Rota1,2017,
Lithuania,EURO,LTU,RotaC,2017,
Lithuania,EURO,LTU,TT2plus,2017,
Lithuania,EURO,LTU,VAD1,2017,
Lithuania,EURO,LTU,YFV,2017,
Luxembourg,EURO,LUX,BCG,2017,
Luxembourg,EURO,LUX,DTP1,2017,
Luxembourg,EURO,LUX,DTP3,2017,
Luxembourg,EURO,LUX,DTP4,2017,
Luxembourg,EURO,LUX,HepB_BD,2017,
Luxembourg,EURO,LUX,HepB_BDall,2017,
Luxembourg,EURO,LUX,HepB3,2017,
Luxembourg,EURO,LUX,Hib3,2017,
Luxembourg,EURO,LUX,IPV1,2017,
Luxembourg,EURO,LUX,JapEnc,2017,
Luxembourg,EURO,LUX,MCV1,2017,
Luxembourg,EURO,LUX,MCV2,2017,
Luxembourg,EURO,LUX,MenA,2017,
Luxembourg,EURO,LUX,PAB_DTP1,2017,
Luxembourg,EURO,LUX,PCV1,2017,
Luxembourg,EURO,LUX,PCV2,2017,
Luxembourg,EURO,LUX,PCV3,2017,
Luxembourg,EURO,LUX,Pol3,2017,
Luxembourg,EURO,LUX,RCV1,2017,
Luxembourg,EURO,LUX,Rota1,2017,
Luxembourg,EURO,LUX,RotaC,2017,
Luxembourg,EURO,LUX,TT2plus,2017,
Luxembourg,EURO,LUX,VAD1,2017,
Luxembourg,EURO,LUX,YFV,2017,
Latvia,EURO,LVA,BCG,2017,95.54186475
Latvia,EURO,LVA,DTP1,2017,98.38330535
Latvia,EURO,LVA,DTP3,2017,98.12184193
Latvia,EURO,LVA,DTP4,2017,95.76159542
Latvia,EURO,LVA,HepB_BD,2017,
Latvia,EURO,LVA,HepB_BDall,2017,
Latvia,EURO,LVA,HepB3,2017,98.05510535
Latvia,EURO,LVA,Hib3,2017,97.60701687
Latvia,EURO,LVA,IPV1,2017,98.37850804
Latvia,EURO,LVA,JapEnc,2017,
Latvia,EURO,LVA,MCV1,2017,96.44301095
Latvia,EURO,LVA,MCV2,2017,88.88549929
Latvia,EURO,LVA,MenA,2017,
Latvia,EURO,LVA,PAB_DTP1,2017,
Latvia,EURO,LVA,PCV1,2017,92.84720556
Latvia,EURO,LVA,PCV2,2017,92.77626487
Latvia,EURO,LVA,PCV3,2017,86.63062736
Latvia,EURO,LVA,Pol3,2017,98.12184193
Latvia,EURO,LVA,RCV1,2017,96.44301095
Latvia,EURO,LVA,Rota1,2017,89.63300552
Latvia,EURO,LVA,RotaC,2017,77.73858328
Latvia,EURO,LVA,TT2plus,2017,
Latvia,EURO,LVA,VAD1,2017,
Latvia,EURO,LVA,YFV,2017,
Malaysia,WPRO,MYS,BCG,2017,98.1
Malaysia,WPRO,MYS,DTP1,2017,93.12
Malaysia,WPRO,MYS,DTP3,2017,98.9
Malaysia,WPRO,MYS,DTP4,2017,
Malaysia,WPRO,MYS,HepB_BD,2017,90.21
Malaysia,WPRO,MYS,HepB_BDall,2017,90.21
Malaysia,WPRO,MYS,HepB3,2017,98.15
Malaysia,WPRO,MYS,Hib3,2017,98.9
Malaysia,WPRO,MYS,IPV1,2017,93.12
Malaysia,WPRO,MYS,JapEnc,2017,88.92
Malaysia,WPRO,MYS,MCV1,2017,92.9
Malaysia,WPRO,MYS,MCV2,2017,98.94
Malaysia,WPRO,MYS,MenA,2017,
Malaysia,WPRO,MYS,PAB_DTP1,2017,
Malaysia,WPRO,MYS,PCV1,2017,
Malaysia,WPRO,MYS,PCV2,2017,
Malaysia,WPRO,MYS,PCV3,2017,
Malaysia,WPRO,MYS,Pol3,2017,98.9
Malaysia,WPRO,MYS,RCV1,2017,92.9
Malaysia,WPRO,MYS,Rota1,2017,
Malaysia,WPRO,MYS,RotaC,2017,
Malaysia,WPRO,MYS,TT2plus,2017,94.33
Malaysia,WPRO,MYS,VAD1,2017,
Malaysia,WPRO,MYS,YFV,2017,
Madagascar,AFRO,MDG,BCG,2017,91.02615741
Madagascar,AFRO,MDG,DTP1,2017,96.34157638
Madagascar,AFRO,MDG,DTP3,2017,90.32768964
Madagascar,AFRO,MDG,DTP4,2017,
Madagascar,AFRO,MDG,HepB_BD,2017,
Madagascar,AFRO,MDG,HepB_BDall,2017,
Madagascar,AFRO,MDG,HepB3,2017,90.32768964
Madagascar,AFRO,MDG,Hib3,2017,90.32765366
Madagascar,AFRO,MDG,IPV1,2017,77.98233099
Madagascar,AFRO,MDG,JapEnc,2017,
Madagascar,AFRO,MDG,MCV1,2017,83.06765973
Madagascar,AFRO,MDG,MCV2,2017,
Madagascar,AFRO,MDG,MenA,2017,
Madagascar,AFRO,MDG,PAB_DTP1,2017,63.07478582
Madagascar,AFRO,MDG,PCV1,2017,96.10793657
Madagascar,AFRO,MDG,PCV2,2017,90.12145863
Madagascar,AFRO,MDG,PCV3,2017,90.13298579
Madagascar,AFRO,MDG,Pol3,2017,85.94948411
Madagascar,AFRO,MDG,RCV1,2017,
Madagascar,AFRO,MDG,Rota1,2017,93.82355916
Madagascar,AFRO,MDG,RotaC,2017,87.66899641
Madagascar,AFRO,MDG,TT2plus,2017,49.478663
Madagascar,AFRO,MDG,VAD1,2017,
Madagascar,AFRO,MDG,YFV,2017,
Mali,AFRO,MLI,BCG,2017,107
Mali,AFRO,MLI,DTP1,2017,106
Mali,AFRO,MLI,DTP3,2017,89
Mali,AFRO,MLI,DTP4,2017,
Mali,AFRO,MLI,HepB_BD,2017,
Mali,AFRO,MLI,HepB_BDall,2017,
Mali,AFRO,MLI,HepB3,2017,89
Mali,AFRO,MLI,Hib3,2017,89
Mali,AFRO,MLI,IPV1,2017,64
Mali,AFRO,MLI,JapEnc,2017,
Mali,AFRO,MLI,MCV1,2017,87
Mali,AFRO,MLI,MCV2,2017,
Mali,AFRO,MLI,MenA,2017,73
Mali,AFRO,MLI,PAB_DTP1,2017,
Mali,AFRO,MLI,PCV1,2017,105
Mali,AFRO,MLI,PCV2,2017,95
Mali,AFRO,MLI,PCV3,2017,90
Mali,AFRO,MLI,Pol3,2017,85
Mali,AFRO,MLI,RCV1,2017,
Mali,AFRO,MLI,Rota1,2017,91
Mali,AFRO,MLI,RotaC,2017,73
Mali,AFRO,MLI,TT2plus,2017,67
Mali,AFRO,MLI,VAD1,2017,149
Mali,AFRO,MLI,YFV,2017,87
Malawi,AFRO,MWI,BCG,2017,89
Malawi,AFRO,MWI,DTP1,2017,93
Malawi,AFRO,MWI,DTP3,2017,88
Malawi,AFRO,MWI,DTP4,2017,
Malawi,AFRO,MWI,HepB_BD,2017,
Malawi,AFRO,MWI,HepB_BDall,2017,
Malawi,AFRO,MWI,HepB3,2017,88
Malawi,AFRO,MWI,Hib3,2017,88
Malawi,AFRO,MWI,IPV1,2017,
Malawi,AFRO,MWI,JapEnc,2017,
Malawi,AFRO,MWI,MCV1,2017,83
Malawi,AFRO,MWI,MCV2,2017,67
Malawi,AFRO,MWI,MenA,2017,
Malawi,AFRO,MWI,PAB_DTP1,2017,80
Malawi,AFRO,MWI,PCV1,2017,92
Malawi,AFRO,MWI,PCV2,2017,92
Malawi,AFRO,MWI,PCV3,2017,88
Malawi,AFRO,MWI,Pol3,2017,87
Malawi,AFRO,MWI,RCV1,2017,83
Malawi,AFRO,MWI,Rota1,2017,90
Malawi,AFRO,MWI,RotaC,2017,85
Malawi,AFRO,MWI,TT2plus,2017,62
Malawi,AFRO,MWI,VAD1,2017,28
Malawi,AFRO,MWI,YFV,2017,
Mauritius,AFRO,MUS,BCG,2017,87
Mauritius,AFRO,MUS,DTP1,2017,85
Mauritius,AFRO,MUS,DTP3,2017,83
Mauritius,AFRO,MUS,DTP4,2017,72
Mauritius,AFRO,MUS,HepB_BD,2017,
Mauritius,AFRO,MUS,HepB_BDall,2017,
Mauritius,AFRO,MUS,HepB3,2017,85
Mauritius,AFRO,MUS,Hib3,2017,83
Mauritius,AFRO,MUS,IPV1,2017,83
Mauritius,AFRO,MUS,JapEnc,2017,
Mauritius,AFRO,MUS,MCV1,2017,81
Mauritius,AFRO,MUS,MCV2,2017,86
Mauritius,AFRO,MUS,MenA,2017,
Mauritius,AFRO,MUS,PAB_DTP1,2017,
Mauritius,AFRO,MUS,PCV1,2017,87
Mauritius,AFRO,MUS,PCV2,2017,84
Mauritius,AFRO,MUS,PCV3,2017,76
Mauritius,AFRO,MUS,Pol3,2017,83
Mauritius,AFRO,MUS,RCV1,2017,81
Mauritius,AFRO,MUS,Rota1,2017,85
Mauritius,AFRO,MUS,RotaC,2017,82
Mauritius,AFRO,MUS,TT2plus,2017,67
Mauritius,AFRO,MUS,VAD1,2017,
Mauritius,AFRO,MUS,YFV,2017,
Malta,EURO,MLT,BCG,2017,98.45238095
Malta,EURO,MLT,DTP1,2017,98.0235492
Malta,EURO,MLT,DTP3,2017,97.89739277
Malta,EURO,MLT,DTP4,2017,97.28110599
Malta,EURO,MLT,HepB_BD,2017,
Malta,EURO,MLT,HepB_BDall,2017,
Malta,EURO,MLT,HepB3,2017,87.88018433
Malta,EURO,MLT,Hib3,2017,97.89739277
Malta,EURO,MLT,IPV1,2017,98.0235492
Malta,EURO,MLT,JapEnc,2017,
Malta,EURO,MLT,MCV1,2017,91.359447
Malta,EURO,MLT,MCV2,2017,82.68890574
Malta,EURO,MLT,MenA,2017,
Malta,EURO,MLT,PAB_DTP1,2017,
Malta,EURO,MLT,PCV1,2017,
Malta,EURO,MLT,PCV2,2017,
Malta,EURO,MLT,PCV3,2017,
Malta,EURO,MLT,Pol3,2017,97.89739277
Malta,EURO,MLT,RCV1,2017,91.359447
Malta,EURO,MLT,Rota1,2017,
Malta,EURO,MLT,RotaC,2017,
Malta,EURO,MLT,TT2plus,2017,
Malta,EURO,MLT,VAD1,2017,
Malta,EURO,MLT,YFV,2017,
Mauritania,AFRO,MRT,BCG,2017,103.2369054
Mauritania,AFRO,MRT,DTP1,2017,100.5669833
Mauritania,AFRO,MRT,DTP3,2017,90.04712394
Mauritania,AFRO,MRT,DTP4,2017,
Mauritania,AFRO,MRT,HepB_BD,2017,57.62199206
Mauritania,AFRO,MRT,HepB_BDall,2017,
Mauritania,AFRO,MRT,HepB3,2017,90.04712394
Mauritania,AFRO,MRT,Hib3,2017,90.04712394
Mauritania,AFRO,MRT,IPV1,2017,79.77036428
Mauritania,AFRO,MRT,JapEnc,2017,
Mauritania,AFRO,MRT,MCV1,2017,85.93312888
Mauritania,AFRO,MRT,MCV2,2017,
Mauritania,AFRO,MRT,MenA,2017,
Mauritania,AFRO,MRT,PAB_DTP1,2017,
Mauritania,AFRO,MRT,PCV1,2017,99.85937617
Mauritania,AFRO,MRT,PCV2,2017,93.72503553
Mauritania,AFRO,MRT,PCV3,2017,88.0858703
Mauritania,AFRO,MRT,Pol3,2017,86.667664
Mauritania,AFRO,MRT,RCV1,2017,
Mauritania,AFRO,MRT,Rota1,2017,95.32425761
Mauritania,AFRO,MRT,RotaC,2017,88.67678959
Mauritania,AFRO,MRT,TT2plus,2017,31.28845171
Mauritania,AFRO,MRT,VAD1,2017,
Mauritania,AFRO,MRT,YFV,2017,
Maldives,SEARO,MDV,BCG,2017,99.85154394
Maldives,SEARO,MDV,DTP1,2017,99.57646347
Maldives,SEARO,MDV,DTP3,2017,99.37982151
Maldives,SEARO,MDV,DTP4,2017,
Maldives,SEARO,MDV,HepB_BD,2017,99.88123515
Maldives,SEARO,MDV,HepB_BDall,2017,99.88123515
Maldives,SEARO,MDV,HepB3,2017,99.37982151
Maldives,SEARO,MDV,Hib3,2017,99.37982151
Maldives,SEARO,MDV,IPV1,2017,99.42520042
Maldives,SEARO,MDV,JapEnc,2017,
Maldives,SEARO,MDV,MCV1,2017,99.84809357
Maldives,SEARO,MDV,MCV2,2017,99.33204691
Maldives,SEARO,MDV,MenA,2017,
Maldives,SEARO,MDV,PAB_DTP1,2017,
Maldives,SEARO,MDV,PCV1,2017,
Maldives,SEARO,MDV,PCV2,2017,
Maldives,SEARO,MDV,PCV3,2017,
Maldives,SEARO,MDV,Pol3,2017,99.37982151
Maldives,SEARO,MDV,RCV1,2017,99.33204691
Maldives,SEARO,MDV,Rota1,2017,
Maldives,SEARO,MDV,RotaC,2017,
Maldives,SEARO,MDV,TT2plus,2017,99.86185937
Maldives,SEARO,MDV,VAD1,2017,99.84809357
Maldives,SEARO,MDV,YFV,2017,
Republic of Moldova (the),EURO,MDA,BCG,2017,95.56491636
Republic of Moldova (the),EURO,MDA,DTP1,2017,91.20003873
Republic of Moldova (the),EURO,MDA,DTP3,2017,87.73331397
Republic of Moldova (the),EURO,MDA,DTP4,2017,92.72762486
Republic of Moldova (the),EURO,MDA,HepB_BD,2017,96.31539449
Republic of Moldova (the),EURO,MDA,HepB_BDall,2017,96.86009635
Republic of Moldova (the),EURO,MDA,HepB3,2017,88.55883991
Republic of Moldova (the),EURO,MDA,Hib3,2017,87.67763333
Republic of Moldova (the),EURO,MDA,IPV1,2017,0
Republic of Moldova (the),EURO,MDA,JapEnc,2017,
Republic of Moldova (the),EURO,MDA,MCV1,2017,92.90677125
Republic of Moldova (the),EURO,MDA,MCV2,2017,92.37147228
Republic of Moldova (the),EURO,MDA,MenA,2017,
Republic of Moldova (the),EURO,MDA,PAB_DTP1,2017,
Republic of Moldova (the),EURO,MDA,PCV1,2017,81.99094584
Republic of Moldova (the),EURO,MDA,PCV2,2017,79.26985741
Republic of Moldova (the),EURO,MDA,PCV3,2017,78.31844482
Republic of Moldova (the),EURO,MDA,Pol3,2017,89.81044375
Republic of Moldova (the),EURO,MDA,RCV1,2017,92.90677125
Republic of Moldova (the),EURO,MDA,Rota1,2017,68.95199361
Republic of Moldova (the),EURO,MDA,RotaC,2017,65.11245067
Republic of Moldova (the),EURO,MDA,TT2plus,2017,
Republic of Moldova (the),EURO,MDA,VAD1,2017,
Republic of Moldova (the),EURO,MDA,YFV,2017,
Mexico,AMRO,MEX,BCG,2017,94
Mexico,AMRO,MEX,DTP1,2017,81
Mexico,AMRO,MEX,DTP3,2017,85
Mexico,AMRO,MEX,DTP4,2017,91
Mexico,AMRO,MEX,HepB_BD,2017,
Mexico,AMRO,MEX,HepB_BDall,2017,
Mexico,AMRO,MEX,HepB3,2017,
Mexico,AMRO,MEX,Hib3,2017,85
Mexico,AMRO,MEX,IPV1,2017,
Mexico,AMRO,MEX,JapEnc,2017,
Mexico,AMRO,MEX,MCV1,2017,79
Mexico,AMRO,MEX,MCV2,2017,62
Mexico,AMRO,MEX,MenA,2017,
Mexico,AMRO,MEX,PAB_DTP1,2017,
Mexico,AMRO,MEX,PCV1,2017,
Mexico,AMRO,MEX,PCV2,2017,90
Mexico,AMRO,MEX,PCV3,2017,91
Mexico,AMRO,MEX,Pol3,2017,85
Mexico,AMRO,MEX,RCV1,2017,79
Mexico,AMRO,MEX,Rota1,2017,
Mexico,AMRO,MEX,RotaC,2017,69
Mexico,AMRO,MEX,TT2plus,2017,
Mexico,AMRO,MEX,VAD1,2017,
Mexico,AMRO,MEX,YFV,2017,
Micronesia (Federated States of),WPRO,FSM,BCG,2017,83
Micronesia (Federated States of),WPRO,FSM,DTP1,2017,97
Micronesia (Federated States of),WPRO,FSM,DTP3,2017,73
Micronesia (Federated States of),WPRO,FSM,DTP4,2017,44
Micronesia (Federated States of),WPRO,FSM,HepB_BD,2017,75
Micronesia (Federated States of),WPRO,FSM,HepB_BDall,2017,85
Micronesia (Federated States of),WPRO,FSM,HepB3,2017,80
Micronesia (Federated States of),WPRO,FSM,Hib3,2017,44
Micronesia (Federated States of),WPRO,FSM,IPV1,2017,97
Micronesia (Federated States of),WPRO,FSM,JapEnc,2017,0
Micronesia (Federated States of),WPRO,FSM,MCV1,2017,76
Micronesia (Federated States of),WPRO,FSM,MCV2,2017,52
Micronesia (Federated States of),WPRO,FSM,MenA,2017,0
Micronesia (Federated States of),WPRO,FSM,PAB_DTP1,2017,0
Micronesia (Federated States of),WPRO,FSM,PCV1,2017,95
Micronesia (Federated States of),WPRO,FSM,PCV2,2017,83
Micronesia (Federated States of),WPRO,FSM,PCV3,2017,65
Micronesia (Federated States of),WPRO,FSM,Pol3,2017,72
Micronesia (Federated States of),WPRO,FSM,RCV1,2017,76
Micronesia (Federated States of),WPRO,FSM,Rota1,2017,67
Micronesia (Federated States of),WPRO,FSM,RotaC,2017,35
Micronesia (Federated States of),WPRO,FSM,TT2plus,2017,0
Micronesia (Federated States of),WPRO,FSM,VAD1,2017,0
Micronesia (Federated States of),WPRO,FSM,YFV,2017,0
The former Yugoslav Republic of Macedonia,EURO,MKD,BCG,2017,96.77598666
The former Yugoslav Republic of Macedonia,EURO,MKD,DTP1,2017,97.06254986
The former Yugoslav Republic of Macedonia,EURO,MKD,DTP3,2017,91.12272748
The former Yugoslav Republic of Macedonia,EURO,MKD,DTP4,2017,83.2534311
The former Yugoslav Republic of Macedonia,EURO,MKD,HepB_BD,2017,
The former Yugoslav Republic of Macedonia,EURO,MKD,HepB_BDall,2017,97.95743056
The former Yugoslav Republic of Macedonia,EURO,MKD,HepB3,2017,91.29527431
The former Yugoslav Republic of Macedonia,EURO,MKD,Hib3,2017,91.14802647
The former Yugoslav Republic of Macedonia,EURO,MKD,IPV1,2017,97.06420297
The former Yugoslav Republic of Macedonia,EURO,MKD,JapEnc,2017,
The former Yugoslav Republic of Macedonia,EURO,MKD,MCV1,2017,82.56189928
The former Yugoslav Republic of Macedonia,EURO,MKD,MCV2,2017,97.04495179
The former Yugoslav Republic of Macedonia,EURO,MKD,MenA,2017,
The former Yugoslav Republic of Macedonia,EURO,MKD,PAB_DTP1,2017,
The former Yugoslav Republic of Macedonia,EURO,MKD,PCV1,2017,
The former Yugoslav Republic of Macedonia,EURO,MKD,PCV2,2017,
The former Yugoslav Republic of Macedonia,EURO,MKD,PCV3,2017,
The former Yugoslav Republic of Macedonia,EURO,MKD,Pol3,2017,91.07729312
The former Yugoslav Republic of Macedonia,EURO,MKD,RCV1,2017,82.56189928
The former Yugoslav Republic of Macedonia,EURO,MKD,Rota1,2017,
The former Yugoslav Republic of Macedonia,EURO,MKD,RotaC,2017,
The former Yugoslav Republic of Macedonia,EURO,MKD,TT2plus,2017,
The former Yugoslav Republic of Macedonia,EURO,MKD,VAD1,2017,
The former Yugoslav Republic of Macedonia,EURO,MKD,YFV,2017,
Myanmar,SEARO,MMR,BCG,2017,90.95110162
Myanmar,SEARO,MMR,DTP1,2017,94.35297834
Myanmar,SEARO,MMR,DTP3,2017,89.42897002
Myanmar,SEARO,MMR,DTP4,2017,
Myanmar,SEARO,MMR,HepB_BD,2017,1.173589338
Myanmar,SEARO,MMR,HepB_BDall,2017,1.173589338
Myanmar,SEARO,MMR,HepB3,2017,89.42897002
Myanmar,SEARO,MMR,Hib3,2017,89.42897002
Myanmar,SEARO,MMR,IPV1,2017,12.35155695
Myanmar,SEARO,MMR,JapEnc,2017,
Myanmar,SEARO,MMR,MCV1,2017,82.81677239
Myanmar,SEARO,MMR,MCV2,2017,80.25184912
Myanmar,SEARO,MMR,MenA,2017,
Myanmar,SEARO,MMR,PAB_DTP1,2017,
Myanmar,SEARO,MMR,PCV1,2017,93.83496091
Myanmar,SEARO,MMR,PCV2,2017,91.26235161
Myanmar,SEARO,MMR,PCV3,2017,88.69384854
Myanmar,SEARO,MMR,Pol3,2017,89.47529678
Myanmar,SEARO,MMR,RCV1,2017,82.81677239
Myanmar,SEARO,MMR,Rota1,2017,
Myanmar,SEARO,MMR,RotaC,2017,
Myanmar,SEARO,MMR,TT2plus,2017,89.51624472
Myanmar,SEARO,MMR,VAD1,2017,95.09144251
Myanmar,SEARO,MMR,YFV,2017,
Montenegro,EURO,MNE,BCG,2017,82.578804
Montenegro,EURO,MNE,DTP1,2017,95.44688027
Montenegro,EURO,MNE,DTP3,2017,86.63899338
Montenegro,EURO,MNE,DTP4,2017,62.74484369
Montenegro,EURO,MNE,HepB_BD,2017,
Montenegro,EURO,MNE,HepB_BDall,2017,
Montenegro,EURO,MNE,HepB3,2017,73.44662083
Montenegro,EURO,MNE,Hib3,2017,86.63899338
Montenegro,EURO,MNE,IPV1,2017,95.44688027
Montenegro,EURO,MNE,JapEnc,2017,0
Montenegro,EURO,MNE,MCV1,2017,57.82851213
Montenegro,EURO,MNE,MCV2,2017,86.09417564
Montenegro,EURO,MNE,MenA,2017,0
Montenegro,EURO,MNE,PAB_DTP1,2017,0
Montenegro,EURO,MNE,PCV1,2017,0
Montenegro,EURO,MNE,PCV2,2017,0
Montenegro,EURO,MNE,PCV3,2017,0
Montenegro,EURO,MNE,Pol3,2017,86.63899338
Montenegro,EURO,MNE,RCV1,2017,57.82851213
Montenegro,EURO,MNE,Rota1,2017,0
Montenegro,EURO,MNE,RotaC,2017,0
Montenegro,EURO,MNE,TT2plus,2017,0
Montenegro,EURO,MNE,VAD1,2017,0
Montenegro,EURO,MNE,YFV,2017,0
Mongolia,WPRO,MNG,BCG,2017,99.39053923
Mongolia,WPRO,MNG,DTP1,2017,99.62486002
Mongolia,WPRO,MNG,DTP3,2017,99.60608624
Mongolia,WPRO,MNG,DTP4,2017,
Mongolia,WPRO,MNG,HepB_BD,2017,97.97922721
Mongolia,WPRO,MNG,HepB_BDall,2017,99.32326983
Mongolia,WPRO,MNG,HepB3,2017,99.60608624
Mongolia,WPRO,MNG,Hib3,2017,99.60608624
Mongolia,WPRO,MNG,IPV1,2017,
Mongolia,WPRO,MNG,JapEnc,2017,
Mongolia,WPRO,MNG,MCV1,2017,99.4859872
Mongolia,WPRO,MNG,MCV2,2017,98.06664328
Mongolia,WPRO,MNG,MenA,2017,
Mongolia,WPRO,MNG,PAB_DTP1,2017,
Mongolia,WPRO,MNG,PCV1,2017,98.98887079
Mongolia,WPRO,MNG,PCV2,2017,97.47643661
Mongolia,WPRO,MNG,PCV3,2017,96.76637877
Mongolia,WPRO,MNG,Pol3,2017,99.64516889
Mongolia,WPRO,MNG,RCV1,2017,99.4859872
Mongolia,WPRO,MNG,Rota1,2017,
Mongolia,WPRO,MNG,RotaC,2017,
Mongolia,WPRO,MNG,TT2plus,2017,
Mongolia,WPRO,MNG,VAD1,2017,92.8
Mongolia,WPRO,MNG,YFV,2017,
Monaco,EURO,MCO,BCG,2017,
Monaco,EURO,MCO,DTP1,2017,
Monaco,EURO,MCO,DTP3,2017,
Monaco,EURO,MCO,DTP4,2017,
Monaco,EURO,MCO,HepB_BD,2017,
Monaco,EURO,MCO,HepB_BDall,2017,
Monaco,EURO,MCO,HepB3,2017,
Monaco,EURO,MCO,Hib3,2017,
Monaco,EURO,MCO,IPV1,2017,
Monaco,EURO,MCO,JapEnc,2017,
Monaco,EURO,MCO,MCV1,2017,
Monaco,EURO,MCO,MCV2,2017,
Monaco,EURO,MCO,MenA,2017,
Monaco,EURO,MCO,PAB_DTP1,2017,
Monaco,EURO,MCO,PCV1,2017,
Monaco,EURO,MCO,PCV2,2017,
Monaco,EURO,MCO,PCV3,2017,
Monaco,EURO,MCO,Pol3,2017,
Monaco,EURO,MCO,RCV1,2017,
Monaco,EURO,MCO,Rota1,2017,
Monaco,EURO,MCO,RotaC,2017,
Monaco,EURO,MCO,TT2plus,2017,
Monaco,EURO,MCO,VAD1,2017,
Monaco,EURO,MCO,YFV,2017,
Morocco,EMRO,MAR,BCG,2017,100
Morocco,EMRO,MAR,DTP1,2017,100
Morocco,EMRO,MAR,DTP3,2017,100
Morocco,EMRO,MAR,DTP4,2017,100
Morocco,EMRO,MAR,HepB_BD,2017,53
Morocco,EMRO,MAR,HepB_BDall,2017,97
Morocco,EMRO,MAR,HepB3,2017,100
Morocco,EMRO,MAR,Hib3,2017,100
Morocco,EMRO,MAR,IPV1,2017,15
Morocco,EMRO,MAR,JapEnc,2017,
Morocco,EMRO,MAR,MCV1,2017,100
Morocco,EMRO,MAR,MCV2,2017,100
Morocco,EMRO,MAR,MenA,2017,
Morocco,EMRO,MAR,PAB_DTP1,2017,86
Morocco,EMRO,MAR,PCV1,2017,100
Morocco,EMRO,MAR,PCV2,2017,100
Morocco,EMRO,MAR,PCV3,2017,98
Morocco,EMRO,MAR,Pol3,2017,100
Morocco,EMRO,MAR,RCV1,2017,100
Morocco,EMRO,MAR,Rota1,2017,100
Morocco,EMRO,MAR,RotaC,2017,99
Morocco,EMRO,MAR,TT2plus,2017,
Morocco,EMRO,MAR,VAD1,2017,100
Morocco,EMRO,MAR,YFV,2017,
Mozambique,AFRO,MOZ,BCG,2017,104
Mozambique,AFRO,MOZ,DTP1,2017,114
Mozambique,AFRO,MOZ,DTP3,2017,100
Mozambique,AFRO,MOZ,DTP4,2017,
