NamePublicationEnglish,WHOregionCode,ISO3countryCode,VaccineCode,Year,PerCentCoverage
Iceland,EURO,ISL,Pol3,2017,91
Iceland,EURO,ISL,RCV1,2017,92
Iceland,EURO,ISL,Rota1,2017,
Iceland,EURO,ISL,RotaC,2017,
Iceland,EURO,ISL,TT2plus,2017,
Iceland,EURO,ISL,VAD1,2017,
Iceland,EURO,ISL,YFV,2017,
India,SEARO,IND,BCG,2017,92.30070818
India,SEARO,IND,DTP1,2017,92.26186182
India,SEARO,IND,DTP3,2017,89.30970985
India,SEARO,IND,DTP4,2017,80.74182198
India,SEARO,IND,HepB_BD,2017,53.66373399
India,SEARO,IND,HepB_BDall,2017,
India,SEARO,IND,HepB3,2017,89.30970985
India,SEARO,IND,Hib3,2017,89.30970985
India,SEARO,IND,IPV1,2017,50.45835582
India,SEARO,IND,JapEnc,2017,88.2777467
India,SEARO,IND,MCV1,2017,89.62863125
India,SEARO,IND,MCV2,2017,79.58311682
India,SEARO,IND,MenA,2017,
India,SEARO,IND,PAB_DTP1,2017,
India,SEARO,IND,PCV1,2017,82.92159352
India,SEARO,IND,PCV2,2017,42.2033847
India,SEARO,IND,PCV3,2017,
India,SEARO,IND,Pol3,2017,88.51244819
India,SEARO,IND,RCV1,2017,65.20247797
India,SEARO,IND,Rota1,2017,68.97724535
India,SEARO,IND,RotaC,2017,68.52830622
India,SEARO,IND,TT2plus,2017,81.67853478
India,SEARO,IND,VAD1,2017,78.15671083
India,SEARO,IND,YFV,2017,
Indonesia,SEARO,IDN,BCG,2017,93.96165936
Indonesia,SEARO,IDN,DTP1,2017,95.94409566
Indonesia,SEARO,IDN,DTP3,2017,93.47710884
Indonesia,SEARO,IDN,DTP4,2017,63.71346059
Indonesia,SEARO,IDN,HepB_BD,2017,32.28188531
Indonesia,SEARO,IDN,HepB_BDall,2017,91.70366965
Indonesia,SEARO,IDN,HepB3,2017,93.47710884
Indonesia,SEARO,IDN,Hib3,2017,93.47710884
Indonesia,SEARO,IDN,IPV1,2017,46.96403035
Indonesia,SEARO,IDN,JapEnc,2017,
Indonesia,SEARO,IDN,MCV1,2017,92.02629559
Indonesia,SEARO,IDN,MCV2,2017,62.78774682
Indonesia,SEARO,IDN,MenA,2017,
Indonesia,SEARO,IDN,PAB_DTP1,2017,
Indonesia,SEARO,IDN,PCV1,2017,16.40551057
Indonesia,SEARO,IDN,PCV2,2017,9.41476496
Indonesia,SEARO,IDN,PCV3,2017,
Indonesia,SEARO,IDN,Pol3,2017,93.01789524
Indonesia,SEARO,IDN,RCV1,2017,15.99182362
Indonesia,SEARO,IDN,Rota1,2017,
Indonesia,SEARO,IDN,RotaC,2017,
Indonesia,SEARO,IDN,TT2plus,2017,65.30246703
Indonesia,SEARO,IDN,VAD1,2017,87.3
Indonesia,SEARO,IDN,YFV,2017,
Iran (Islamic Republic of),EMRO,IRN,BCG,2017,99.78163593
Iran (Islamic Republic of),EMRO,IRN,DTP1,2017,98.0459786
Iran (Islamic Republic of),EMRO,IRN,DTP3,2017,99.67486629
Iran (Islamic Republic of),EMRO,IRN,DTP4,2017,98.87134786
Iran (Islamic Republic of),EMRO,IRN,HepB_BD,2017,94.28399178
Iran (Islamic Republic of),EMRO,IRN,HepB_BDall,2017,99.92564944
Iran (Islamic Republic of),EMRO,IRN,HepB3,2017,99.67486629
Iran (Islamic Republic of),EMRO,IRN,Hib3,2017,99.67486629
Iran (Islamic Republic of),EMRO,IRN,IPV1,2017,
Iran (Islamic Republic of),EMRO,IRN,JapEnc,2017,0
Iran (Islamic Republic of),EMRO,IRN,MCV1,2017,99.72776626
Iran (Islamic Republic of),EMRO,IRN,MCV2,2017,100.9788578
Iran (Islamic Republic of),EMRO,IRN,MenA,2017,0
Iran (Islamic Republic of),EMRO,IRN,PAB_DTP1,2017,0
Iran (Islamic Republic of),EMRO,IRN,PCV1,2017,
Iran (Islamic Republic of),EMRO,IRN,PCV2,2017,
Iran (Islamic Republic of),EMRO,IRN,PCV3,2017,
Iran (Islamic Republic of),EMRO,IRN,Pol3,2017,99.83753169
Iran (Islamic Republic of),EMRO,IRN,RCV1,2017,99.72776626
Iran (Islamic Republic of),EMRO,IRN,Rota1,2017,
Iran (Islamic Republic of),EMRO,IRN,RotaC,2017,
Iran (Islamic Republic of),EMRO,IRN,TT2plus,2017,25.77867884
Iran (Islamic Republic of),EMRO,IRN,VAD1,2017,0
Iran (Islamic Republic of),EMRO,IRN,YFV,2017,0
Ireland,EURO,IRL,BCG,2017,0
Ireland,EURO,IRL,DTP1,2017,
Ireland,EURO,IRL,DTP3,2017,94.76
Ireland,EURO,IRL,DTP4,2017,
Ireland,EURO,IRL,HepB_BD,2017,
Ireland,EURO,IRL,HepB_BDall,2017,
Ireland,EURO,IRL,HepB3,2017,94.66
Ireland,EURO,IRL,Hib3,2017,94.74
Ireland,EURO,IRL,IPV1,2017,
Ireland,EURO,IRL,JapEnc,2017,
Ireland,EURO,IRL,MCV1,2017,92
Ireland,EURO,IRL,MCV2,2017,
Ireland,EURO,IRL,MenA,2017,
Ireland,EURO,IRL,PAB_DTP1,2017,
Ireland,EURO,IRL,PCV1,2017,
Ireland,EURO,IRL,PCV2,2017,
Ireland,EURO,IRL,PCV3,2017,90.52
Ireland,EURO,IRL,Pol3,2017,94.76
Ireland,EURO,IRL,RCV1,2017,92.23
Ireland,EURO,IRL,Rota1,2017,
Ireland,EURO,IRL,RotaC,2017,
Ireland,EURO,IRL,TT2plus,2017,
Ireland,EURO,IRL,VAD1,2017,
Ireland,EURO,IRL,YFV,2017,
Iraq,EMRO,IRQ,BCG,2017,96
Iraq,EMRO,IRQ,DTP1,2017,93
Iraq,EMRO,IRQ,DTP3,2017,85
Iraq,EMRO,IRQ,DTP4,2017,68
Iraq,EMRO,IRQ,HepB_BD,2017,91
Iraq,EMRO,IRQ,HepB_BDall,2017,46
Iraq,EMRO,IRQ,HepB3,2017,85
Iraq,EMRO,IRQ,Hib3,2017,85
Iraq,EMRO,IRQ,IPV1,2017,93
Iraq,EMRO,IRQ,JapEnc,2017,
Iraq,EMRO,IRQ,MCV1,2017,85
Iraq,EMRO,IRQ,MCV2,2017,88
Iraq,EMRO,IRQ,MenA,2017,
Iraq,EMRO,IRQ,PAB_DTP1,2017,24.2
Iraq,EMRO,IRQ,PCV1,2017,78
Iraq,EMRO,IRQ,PCV2,2017,49
Iraq,EMRO,IRQ,PCV3,2017,33
Iraq,EMRO,IRQ,Pol3,2017,86
Iraq,EMRO,IRQ,RCV1,2017,88
Iraq,EMRO,IRQ,Rota1,2017,73.3
Iraq,EMRO,IRQ,RotaC,2017,63
Iraq,EMRO,IRQ,TT2plus,2017,51
Iraq,EMRO,IRQ,VAD1,2017,81.3
Iraq,EMRO,IRQ,YFV,2017,
Israel,EURO,ISR,BCG,2017,
Israel,EURO,ISR,DTP1,2017,99
Israel,EURO,ISR,DTP3,2017,98
Israel,EURO,ISR,DTP4,2017,95
Israel,EURO,ISR,HepB_BD,2017,
Israel,EURO,ISR,HepB_BDall,2017,99
Israel,EURO,ISR,HepB3,2017,97
Israel,EURO,ISR,Hib3,2017,98
Israel,EURO,ISR,IPV1,2017,99
Israel,EURO,ISR,JapEnc,2017,
Israel,EURO,ISR,MCV1,2017,98
Israel,EURO,ISR,MCV2,2017,96
Israel,EURO,ISR,MenA,2017,
Israel,EURO,ISR,PAB_DTP1,2017,
Israel,EURO,ISR,PCV1,2017,99
Israel,EURO,ISR,PCV2,2017,97
Israel,EURO,ISR,PCV3,2017,94
Israel,EURO,ISR,Pol3,2017,98
Israel,EURO,ISR,RCV1,2017,98
Israel,EURO,ISR,Rota1,2017,93
Israel,EURO,ISR,RotaC,2017,81
Israel,EURO,ISR,TT2plus,2017,
Israel,EURO,ISR,VAD1,2017,
Israel,EURO,ISR,YFV,2017,
Italy,EURO,ITA,BCG,2017,
Italy,EURO,ITA,DTP1,2017,
Italy,EURO,ITA,DTP3,2017,94.46
Italy,EURO,ITA,DTP4,2017,88.43
Italy,EURO,ITA,HepB_BD,2017,
Italy,EURO,ITA,HepB_BDall,2017,
Italy,EURO,ITA,HepB3,2017,94.22
Italy,EURO,ITA,Hib3,2017,94.12
Italy,EURO,ITA,IPV1,2017,
Italy,EURO,ITA,JapEnc,2017,
Italy,EURO,ITA,MCV1,2017,91.62
Italy,EURO,ITA,MCV2,2017,85.97
Italy,EURO,ITA,MenA,2017,
Italy,EURO,ITA,PAB_DTP1,2017,
Italy,EURO,ITA,PCV1,2017,
Italy,EURO,ITA,PCV2,2017,
Italy,EURO,ITA,PCV3,2017,90.57
Italy,EURO,ITA,Pol3,2017,94.42
Italy,EURO,ITA,RCV1,2017,91.58
Italy,EURO,ITA,Rota1,2017,
Italy,EURO,ITA,RotaC,2017,12.94
Italy,EURO,ITA,TT2plus,2017,
Italy,EURO,ITA,VAD1,2017,
Italy,EURO,ITA,YFV,2017,
C?te d'Ivoire,AFRO,CIV,BCG,2017,92
C?te d'Ivoire,AFRO,CIV,DTP1,2017,99.8
C?te d'Ivoire,AFRO,CIV,DTP3,2017,98
C?te d'Ivoire,AFRO,CIV,DTP4,2017,
C?te d'Ivoire,AFRO,CIV,HepB_BD,2017,
C?te d'Ivoire,AFRO,CIV,HepB_BDall,2017,
C?te d'Ivoire,AFRO,CIV,HepB3,2017,98
C?te d'Ivoire,AFRO,CIV,Hib3,2017,98
C?te d'Ivoire,AFRO,CIV,IPV1,2017,1
C?te d'Ivoire,AFRO,CIV,JapEnc,2017,
C?te d'Ivoire,AFRO,CIV,MCV1,2017,91
C?te d'Ivoire,AFRO,CIV,MCV2,2017,
C?te d'Ivoire,AFRO,CIV,MenA,2017,
C?te d'Ivoire,AFRO,CIV,PAB_DTP1,2017,
C?te d'Ivoire,AFRO,CIV,PCV1,2017,99
C?te d'Ivoire,AFRO,CIV,PCV2,2017,94
C?te d'Ivoire,AFRO,CIV,PCV3,2017,96
C?te d'Ivoire,AFRO,CIV,Pol3,2017,96
C?te d'Ivoire,AFRO,CIV,RCV1,2017,
C?te d'Ivoire,AFRO,CIV,Rota1,2017,89
C?te d'Ivoire,AFRO,CIV,RotaC,2017,54
C?te d'Ivoire,AFRO,CIV,TT2plus,2017,85
C?te d'Ivoire,AFRO,CIV,VAD1,2017,94
C?te d'Ivoire,AFRO,CIV,YFV,2017,88
Jamaica,AMRO,JAM,BCG,2017,93
Jamaica,AMRO,JAM,DTP1,2017,95
Jamaica,AMRO,JAM,DTP3,2017,93
Jamaica,AMRO,JAM,DTP4,2017,95
Jamaica,AMRO,JAM,HepB_BD,2017,
Jamaica,AMRO,JAM,HepB_BDall,2017,
Jamaica,AMRO,JAM,HepB3,2017,93
Jamaica,AMRO,JAM,Hib3,2017,93
Jamaica,AMRO,JAM,IPV1,2017,95
Jamaica,AMRO,JAM,JapEnc,2017,
Jamaica,AMRO,JAM,MCV1,2017,95
Jamaica,AMRO,JAM,MCV2,2017,95
Jamaica,AMRO,JAM,MenA,2017,
Jamaica,AMRO,JAM,PAB_DTP1,2017,
Jamaica,AMRO,JAM,PCV1,2017,65
Jamaica,AMRO,JAM,PCV2,2017,52
Jamaica,AMRO,JAM,PCV3,2017,39
Jamaica,AMRO,JAM,Pol3,2017,93
Jamaica,AMRO,JAM,RCV1,2017,95
Jamaica,AMRO,JAM,Rota1,2017,
Jamaica,AMRO,JAM,RotaC,2017,
Jamaica,AMRO,JAM,TT2plus,2017,58
Jamaica,AMRO,JAM,VAD1,2017,
Jamaica,AMRO,JAM,YFV,2017,
Jordan,EMRO,JOR,BCG,2017,100
Jordan,EMRO,JOR,DTP1,2017,100
Jordan,EMRO,JOR,DTP3,2017,100
Jordan,EMRO,JOR,DTP4,2017,98
Jordan,EMRO,JOR,HepB_BD,2017,
Jordan,EMRO,JOR,HepB_BDall,2017,
Jordan,EMRO,JOR,HepB3,2017,100
Jordan,EMRO,JOR,Hib3,2017,100
Jordan,EMRO,JOR,IPV1,2017,100
Jordan,EMRO,JOR,JapEnc,2017,
Jordan,EMRO,JOR,MCV1,2017,93
Jordan,EMRO,JOR,MCV2,2017,100
Jordan,EMRO,JOR,MenA,2017,
Jordan,EMRO,JOR,PAB_DTP1,2017,
Jordan,EMRO,JOR,PCV1,2017,
Jordan,EMRO,JOR,PCV2,2017,
Jordan,EMRO,JOR,PCV3,2017,
Jordan,EMRO,JOR,Pol3,2017,100
Jordan,EMRO,JOR,RCV1,2017,100
Jordan,EMRO,JOR,Rota1,2017,99
Jordan,EMRO,JOR,RotaC,2017,96
Jordan,EMRO,JOR,TT2plus,2017,21
Jordan,EMRO,JOR,VAD1,2017,93
Jordan,EMRO,JOR,YFV,2017,
Japan,WPRO,JPN,BCG,2017,92.9
Japan,WPRO,JPN,DTP1,2017,101.3
Japan,WPRO,JPN,DTP3,2017,102.4
Japan,WPRO,JPN,DTP4,2017,102.4
Japan,WPRO,JPN,HepB_BD,2017,
Japan,WPRO,JPN,HepB_BDall,2017,
Japan,WPRO,JPN,HepB3,2017,
Japan,WPRO,JPN,Hib3,2017,102.1
Japan,WPRO,JPN,IPV1,2017,99
Japan,WPRO,JPN,JapEnc,2017,126.5
Japan,WPRO,JPN,MCV1,2017,102.5
Japan,WPRO,JPN,MCV2,2017,94.9
Japan,WPRO,JPN,MenA,2017,
Japan,WPRO,JPN,PAB_DTP1,2017,
Japan,WPRO,JPN,PCV1,2017,98.7
Japan,WPRO,JPN,PCV2,2017,98.5
Japan,WPRO,JPN,PCV3,2017,97.6
Japan,WPRO,JPN,Pol3,2017,96.8
Japan,WPRO,JPN,RCV1,2017,102.5
Japan,WPRO,JPN,Rota1,2017,
Japan,WPRO,JPN,RotaC,2017,
Japan,WPRO,JPN,TT2plus,2017,
Japan,WPRO,JPN,VAD1,2017,
Japan,WPRO,JPN,YFV,2017,
Kazakhstan,EURO,KAZ,BCG,2017,94.8
Kazakhstan,EURO,KAZ,DTP1,2017,100.2
Kazakhstan,EURO,KAZ,DTP3,2017,101.2
Kazakhstan,EURO,KAZ,DTP4,2017,89.3
Kazakhstan,EURO,KAZ,HepB_BD,2017,89.6
Kazakhstan,EURO,KAZ,HepB_BDall,2017,92.2
Kazakhstan,EURO,KAZ,HepB3,2017,101.2
Kazakhstan,EURO,KAZ,Hib3,2017,101.2
Kazakhstan,EURO,KAZ,IPV1,2017,100.2
Kazakhstan,EURO,KAZ,JapEnc,2017,
Kazakhstan,EURO,KAZ,MCV1,2017,100
Kazakhstan,EURO,KAZ,MCV2,2017,98.7
Kazakhstan,EURO,KAZ,MenA,2017,
Kazakhstan,EURO,KAZ,PAB_DTP1,2017,
Kazakhstan,EURO,KAZ,PCV1,2017,97.9
Kazakhstan,EURO,KAZ,PCV2,2017,96.7
Kazakhstan,EURO,KAZ,PCV3,2017,98.3
Kazakhstan,EURO,KAZ,Pol3,2017,101.2
Kazakhstan,EURO,KAZ,RCV1,2017,100
Kazakhstan,EURO,KAZ,Rota1,2017,
Kazakhstan,EURO,KAZ,RotaC,2017,
Kazakhstan,EURO,KAZ,TT2plus,2017,
Kazakhstan,EURO,KAZ,VAD1,2017,
Kazakhstan,EURO,KAZ,YFV,2017,
Kenya,AFRO,KEN,BCG,2017,79.85377775
Kenya,AFRO,KEN,DTP1,2017,75.72431171
Kenya,AFRO,KEN,DTP3,2017,71.01150011
Kenya,AFRO,KEN,DTP4,2017,
Kenya,AFRO,KEN,HepB_BD,2017,
Kenya,AFRO,KEN,HepB_BDall,2017,
Kenya,AFRO,KEN,HepB3,2017,71.01150011
Kenya,AFRO,KEN,Hib3,2017,71.01150011
Kenya,AFRO,KEN,IPV1,2017,66.65497376
Kenya,AFRO,KEN,JapEnc,2017,
Kenya,AFRO,KEN,MCV1,2017,67.96988136
Kenya,AFRO,KEN,MCV2,2017,34.76432813
Kenya,AFRO,KEN,MenA,2017,
Kenya,AFRO,KEN,PAB_DTP1,2017,
Kenya,AFRO,KEN,PCV1,2017,78.55669769
Kenya,AFRO,KEN,PCV2,2017,73.84112507
Kenya,AFRO,KEN,PCV3,2017,70.83314945
Kenya,AFRO,KEN,Pol3,2017,69.0111856
Kenya,AFRO,KEN,RCV1,2017,67.96988136
Kenya,AFRO,KEN,Rota1,2017,76.01282237
Kenya,AFRO,KEN,RotaC,2017,66.9745789
Kenya,AFRO,KEN,TT2plus,2017,46.89323281
Kenya,AFRO,KEN,VAD1,2017,101.1700655
Kenya,AFRO,KEN,YFV,2017,31.70791755
Kyrgyzstan,EURO,KGZ,BCG,2017,96.5
Kyrgyzstan,EURO,KGZ,DTP1,2017,94.2
Kyrgyzstan,EURO,KGZ,DTP3,2017,92
Kyrgyzstan,EURO,KGZ,DTP4,2017,95.8
Kyrgyzstan,EURO,KGZ,HepB_BD,2017,96.6
Kyrgyzstan,EURO,KGZ,HepB_BDall,2017,
Kyrgyzstan,EURO,KGZ,HepB3,2017,92
Kyrgyzstan,EURO,KGZ,Hib3,2017,92
Kyrgyzstan,EURO,KGZ,IPV1,2017,
Kyrgyzstan,EURO,KGZ,JapEnc,2017,
Kyrgyzstan,EURO,KGZ,MCV1,2017,94.7
Kyrgyzstan,EURO,KGZ,MCV2,2017,95.7
Kyrgyzstan,EURO,KGZ,MenA,2017,
Kyrgyzstan,EURO,KGZ,PAB_DTP1,2017,
Kyrgyzstan,EURO,KGZ,PCV1,2017,93.2
Kyrgyzstan,EURO,KGZ,PCV2,2017,90.3
Kyrgyzstan,EURO,KGZ,PCV3,2017,88
Kyrgyzstan,EURO,KGZ,Pol3,2017,93.3
Kyrgyzstan,EURO,KGZ,RCV1,2017,94.7
Kyrgyzstan,EURO,KGZ,Rota1,2017,
Kyrgyzstan,EURO,KGZ,RotaC,2017,
Kyrgyzstan,EURO,KGZ,TT2plus,2017,
Kyrgyzstan,EURO,KGZ,VAD1,2017,
Kyrgyzstan,EURO,KGZ,YFV,2017,
Kiribati,WPRO,KIR,BCG,2017,89
Kiribati,WPRO,KIR,DTP1,2017,94
Kiribati,WPRO,KIR,DTP3,2017,90
Kiribati,WPRO,KIR,DTP4,2017,55
Kiribati,WPRO,KIR,HepB_BD,2017,89
Kiribati,WPRO,KIR,HepB_BDall,2017,2
Kiribati,WPRO,KIR,HepB3,2017,90
Kiribati,WPRO,KIR,Hib3,2017,90
Kiribati,WPRO,KIR,IPV1,2017,87
Kiribati,WPRO,KIR,JapEnc,2017,
Kiribati,WPRO,KIR,MCV1,2017,81
Kiribati,WPRO,KIR,MCV2,2017,79
Kiribati,WPRO,KIR,MenA,2017,
Kiribati,WPRO,KIR,PAB_DTP1,2017,
Kiribati,WPRO,KIR,PCV1,2017,94
Kiribati,WPRO,KIR,PCV2,2017,92
Kiribati,WPRO,KIR,PCV3,2017,91
Kiribati,WPRO,KIR,Pol3,2017,90
Kiribati,WPRO,KIR,RCV1,2017,
Kiribati,WPRO,KIR,Rota1,2017,93
Kiribati,WPRO,KIR,RotaC,2017,91
Kiribati,WPRO,KIR,TT2plus,2017,69
Kiribati,WPRO,KIR,VAD1,2017,
Kiribati,WPRO,KIR,YFV,2017,
Republic of Korea (the),WPRO,KOR,BCG,2017,98.43054973
Republic of Korea (the),WPRO,KOR,DTP1,2017,98.13126298
Republic of Korea (the),WPRO,KOR,DTP3,2017,97.38415856
Republic of Korea (the),WPRO,KOR,DTP4,2017,96.13113718
Republic of Korea (the),WPRO,KOR,HepB_BD,2017,92.93075955
Republic of Korea (the),WPRO,KOR,HepB_BDall,2017,98.72345783
Republic of Korea (the),WPRO,KOR,HepB3,2017,97.64840222
Republic of Korea (the),WPRO,KOR,Hib3,2017,97.19726045
Republic of Korea (the),WPRO,KOR,IPV1,2017,98.09295619
Republic of Korea (the),WPRO,KOR,JapEnc,2017,96.96880751
Republic of Korea (the),WPRO,KOR,MCV1,2017,97.40570564
Republic of Korea (the),WPRO,KOR,MCV2,2017,96.80361147
Republic of Korea (the),WPRO,KOR,MenA,2017,
Republic of Korea (the),WPRO,KOR,PAB_DTP1,2017,
Republic of Korea (the),WPRO,KOR,PCV1,2017,98.02756625
Republic of Korea (the),WPRO,KOR,PCV2,2017,97.63156675
Republic of Korea (the),WPRO,KOR,PCV3,2017,96.97254355
Republic of Korea (the),WPRO,KOR,Pol3,2017,97.27997384
Republic of Korea (the),WPRO,KOR,RCV1,2017,97.40570564
Republic of Korea (the),WPRO,KOR,Rota1,2017,
Republic of Korea (the),WPRO,KOR,RotaC,2017,
Republic of Korea (the),WPRO,KOR,TT2plus,2017,
Republic of Korea (the),WPRO,KOR,VAD1,2017,
Republic of Korea (the),WPRO,KOR,YFV,2017,
Democratic People's Republic of Korea (the),SEARO,PRK,BCG,2017,97.8
Democratic People's Republic of Korea (the),SEARO,PRK,DTP1,2017,97.9
Democratic People's Republic of Korea (the),SEARO,PRK,DTP3,2017,96.8
Democratic People's Republic of Korea (the),SEARO,PRK,DTP4,2017,
Democratic People's Republic of Korea (the),SEARO,PRK,HepB_BD,2017,98
Democratic People's Republic of Korea (the),SEARO,PRK,HepB_BDall,2017,98
Democratic People's Republic of Korea (the),SEARO,PRK,HepB3,2017,96.8
Democratic People's Republic of Korea (the),SEARO,PRK,Hib3,2017,96.8
Democratic People's Republic of Korea (the),SEARO,PRK,IPV1,2017,0
Democratic People's Republic of Korea (the),SEARO,PRK,JapEnc,2017,
Democratic People's Republic of Korea (the),SEARO,PRK,MCV1,2017,98.6
Democratic People's Republic of Korea (the),SEARO,PRK,MCV2,2017,97.9
Democratic People's Republic of Korea (the),SEARO,PRK,MenA,2017,
Democratic People's Republic of Korea (the),SEARO,PRK,PAB_DTP1,2017,
Democratic People's Republic of Korea (the),SEARO,PRK,PCV1,2017,
Democratic People's Republic of Korea (the),SEARO,PRK,PCV2,2017,
Democratic People's Republic of Korea (the),SEARO,PRK,PCV3,2017,
Democratic People's Republic of Korea (the),SEARO,PRK,Pol3,2017,98.7
Democratic People's Republic of Korea (the),SEARO,PRK,RCV1,2017,
Democratic People's Republic of Korea (the),SEARO,PRK,Rota1,2017,
Democratic People's Republic of Korea (the),SEARO,PRK,RotaC,2017,
Democratic People's Republic of Korea (the),SEARO,PRK,TT2plus,2017,98.2
Democratic People's Republic of Korea (the),SEARO,PRK,VAD1,2017,99.8
Democratic People's Republic of Korea (the),SEARO,PRK,YFV,2017,
Kuwait,EMRO,KWT,BCG,2017,99
Kuwait,EMRO,KWT,DTP1,2017,99
Kuwait,EMRO,KWT,DTP3,2017,99
Kuwait,EMRO,KWT,DTP4,2017,95.1
Kuwait,EMRO,KWT,HepB_BD,2017,99
Kuwait,EMRO,KWT,HepB_BDall,2017,99
Kuwait,EMRO,KWT,HepB3,2017,99
Kuwait,EMRO,KWT,Hib3,2017,99
Kuwait,EMRO,KWT,IPV1,2017,98.8
Kuwait,EMRO,KWT,JapEnc,2017,0
Kuwait,EMRO,KWT,MCV1,2017,99
Kuwait,EMRO,KWT,MCV2,2017,99
Kuwait,EMRO,KWT,MenA,2017,0
Kuwait,EMRO,KWT,PAB_DTP1,2017,0
Kuwait,EMRO,KWT,PCV1,2017,99
Kuwait,EMRO,KWT,PCV2,2017,98.1
Kuwait,EMRO,KWT,PCV3,2017,99
Kuwait,EMRO,KWT,Pol3,2017,99
Kuwait,EMRO,KWT,RCV1,2017,99
Kuwait,EMRO,KWT,Rota1,2017,
Kuwait,EMRO,KWT,RotaC,2017,
Kuwait,EMRO,KWT,TT2plus,2017,0
Kuwait,EMRO,KWT,VAD1,2017,0
Kuwait,EMRO,KWT,YFV,2017,0
Lao People's Democratic Republic (the),WPRO,LAO,BCG,2017,80.78724561
Lao People's Democratic Republic (the),WPRO,LAO,DTP1,2017,88.79007498
Lao People's Democratic Republic (the),WPRO,LAO,DTP3,2017,85.32692431
Lao People's Democratic Republic (the),WPRO,LAO,DTP4,2017,
Lao People's Democratic Republic (the),WPRO,LAO,HepB_BD,2017,54.96110738
Lao People's Democratic Republic (the),WPRO,LAO,HepB_BDall,2017,79.76129232
Lao People's Democratic Republic (the),WPRO,LAO,HepB3,2017,85.32692431
Lao People's Democratic Republic (the),WPRO,LAO,Hib3,2017,85.32692431
Lao People's Democratic Republic (the),WPRO,LAO,IPV1,2017,77.25352082
Lao People's Democratic Republic (the),WPRO,LAO,JapEnc,2017,38.97850853
Lao People's Democratic Republic (the),WPRO,LAO,MCV1,2017,81.60052266
Lao People's Democratic Republic (the),WPRO,LAO,MCV2,2017,0.47221
Lao People's Democratic Republic (the),WPRO,LAO,MenA,2017,
Lao People's Democratic Republic (the),WPRO,LAO,PAB_DTP1,2017,
Lao People's Democratic Republic (the),WPRO,LAO,PCV1,2017,87.36011805
Lao People's Democratic Republic (the),WPRO,LAO,PCV2,2017,83.79110688
Lao People's Democratic Republic (the),WPRO,LAO,PCV3,2017,83.388949
Lao People's Democratic Republic (the),WPRO,LAO,Pol3,2017,85.14208851
Lao People's Democratic Republic (the),WPRO,LAO,RCV1,2017,81.60052266
Lao People's Democratic Republic (the),WPRO,LAO,Rota1,2017,
Lao People's Democratic Republic (the),WPRO,LAO,RotaC,2017,
Lao People's Democratic Republic (the),WPRO,LAO,TT2plus,2017,36.62024444
Lao People's Democratic Republic (the),WPRO,LAO,VAD1,2017,0
Lao People's Democratic Republic (the),WPRO,LAO,YFV,2017,
Lebanon,EMRO,LBN,BCG,2017,
Lebanon,EMRO,LBN,DTP1,2017,93.85
Lebanon,EMRO,LBN,DTP3,2017,93.12
Lebanon,EMRO,LBN,DTP4,2017,
Lebanon,EMRO,LBN,HepB_BD,2017,97.36
Lebanon,EMRO,LBN,HepB_BDall,2017,
Lebanon,EMRO,LBN,HepB3,2017,93.12
Lebanon,EMRO,LBN,Hib3,2017,93.12
Lebanon,EMRO,LBN,IPV1,2017,92.53
Lebanon,EMRO,LBN,JapEnc,2017,
Lebanon,EMRO,LBN,MCV1,2017,90.51
Lebanon,EMRO,LBN,MCV2,2017,87.06
Lebanon,EMRO,LBN,MenA,2017,
Lebanon,EMRO,LBN,PAB_DTP1,2017,
Lebanon,EMRO,LBN,PCV1,2017,91.55
Lebanon,EMRO,LBN,PCV2,2017,90
Lebanon,EMRO,LBN,PCV3,2017,82
Lebanon,EMRO,LBN,Pol3,2017,93.1
Lebanon,EMRO,LBN,RCV1,2017,90.51
Lebanon,EMRO,LBN,Rota1,2017,
Lebanon,EMRO,LBN,RotaC,2017,
Lebanon,EMRO,LBN,TT2plus,2017,
Lebanon,EMRO,LBN,VAD1,2017,
Lebanon,EMRO,LBN,YFV,2017,
Lesotho,AFRO,LSO,BCG,2017,71
Lesotho,AFRO,LSO,DTP1,2017,87
Lesotho,AFRO,LSO,DTP3,2017,87
Lesotho,AFRO,LSO,DTP4,2017,
Lesotho,AFRO,LSO,HepB_BD,2017,
Lesotho,AFRO,LSO,HepB_BDall,2017,
Lesotho,AFRO,LSO,HepB3,2017,87
Lesotho,AFRO,LSO,Hib3,2017,87
Lesotho,AFRO,LSO,IPV1,2017,
Lesotho,AFRO,LSO,JapEnc,2017,
Lesotho,AFRO,LSO,MCV1,2017,76
Lesotho,AFRO,LSO,MCV2,2017,62
Lesotho,AFRO,LSO,MenA,2017,
Lesotho,AFRO,LSO,PAB_DTP1,2017,
Lesotho,AFRO,LSO,PCV1,2017,83
Lesotho,AFRO,LSO,PCV2,2017,84
Lesotho,AFRO,LSO,PCV3,2017,82
Lesotho,AFRO,LSO,Pol3,2017,80
Lesotho,AFRO,LSO,RCV1,2017,76
Lesotho,AFRO,LSO,Rota1,2017,
Lesotho,AFRO,LSO,RotaC,2017,
Lesotho,AFRO,LSO,TT2plus,2017,85
Lesotho,AFRO,LSO,VAD1,2017,64
Lesotho,AFRO,LSO,YFV,2017,
Liberia,AFRO,LBR,BCG,2017,87
Liberia,AFRO,LBR,DTP1,2017,105
